    tprime_i    fprime_i    tprime_e    fprime_e         omd          kx          ky          kz       omega       gamma
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.6000E+00  0.4853E+01 -0.2588E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.6000E+00  0.4853E+01 -0.2588E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.7000E+00  0.5187E+01 -0.2719E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.7000E+00  0.5187E+01 -0.2719E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.8000E+00  0.5521E+01 -0.2856E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.8000E+00  0.5521E+01 -0.2856E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.9000E+00  0.5853E+01 -0.2997E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.9000E+00  0.5853E+01 -0.2997E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.1000E+00  0.3165E+01 -0.2211E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.1000E+00  0.3165E+01 -0.2211E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.2000E+00  0.3505E+01 -0.2221E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.2000E+00  0.3505E+01 -0.2221E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.3000E+00  0.3843E+01 -0.2273E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.3000E+00  0.3843E+01 -0.2273E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.4000E+00  0.4181E+01 -0.2359E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.4000E+00  0.4181E+01 -0.2359E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.5000E+00  0.4517E+01 -0.2467E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.5000E+00  0.4517E+01 -0.2467E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.6000E+00  0.4853E+01 -0.2588E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.6000E+00  0.4853E+01 -0.2588E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.7000E+00  0.5187E+01 -0.2719E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.7000E+00  0.5187E+01 -0.2719E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.8000E+00  0.5521E+01 -0.2856E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.8000E+00  0.5521E+01 -0.2856E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.9000E+00  0.5853E+01 -0.2997E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.9000E+00  0.5853E+01 -0.2997E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.1000E+00  0.3165E+01 -0.2211E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.1000E+00  0.3165E+01 -0.2211E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.2000E+00  0.3505E+01 -0.2221E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.2000E+00  0.3505E+01 -0.2221E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.3000E+00  0.3843E+01 -0.2273E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.3000E+00  0.3843E+01 -0.2273E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.4000E+00  0.4181E+01 -0.2359E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.4000E+00  0.4181E+01 -0.2359E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.5000E+00  0.4517E+01 -0.2467E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.5000E+00  0.4517E+01 -0.2467E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.6000E+00  0.4853E+01 -0.2588E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.6000E+00  0.4853E+01 -0.2588E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.7000E+00  0.5187E+01 -0.2719E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.7000E+00  0.5187E+01 -0.2719E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.8000E+00  0.5521E+01 -0.2856E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.8000E+00  0.5521E+01 -0.2856E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.9000E+00  0.5853E+01 -0.2997E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.9000E+00  0.5853E+01 -0.2997E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.1000E+00  0.3165E+01 -0.2211E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.1000E+00  0.3165E+01 -0.2211E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.2000E+00  0.3505E+01 -0.2221E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.2000E+00  0.3505E+01 -0.2221E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.3000E+00  0.3843E+01 -0.2273E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.3000E+00  0.3843E+01 -0.2273E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.4000E+00  0.4181E+01 -0.2359E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.4000E+00  0.4181E+01 -0.2359E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.5000E+00  0.4517E+01 -0.2467E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.5000E+00  0.4517E+01 -0.2467E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.6000E+00  0.4853E+01 -0.2588E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.6000E+00  0.4853E+01 -0.2588E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.7000E+00  0.5187E+01 -0.2719E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.7000E+00  0.5187E+01 -0.2719E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.8000E+00  0.5521E+01 -0.2856E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.8000E+00  0.5521E+01 -0.2856E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.9000E+00  0.5853E+01 -0.2997E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.9000E+00  0.5853E+01 -0.2997E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.1000E+00  0.3165E+01 -0.2211E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.1000E+00  0.3165E+01 -0.2211E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.2000E+00  0.3505E+01 -0.2221E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.2000E+00  0.3505E+01 -0.2221E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.3000E+00  0.3843E+01 -0.2273E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.3000E+00  0.3843E+01 -0.2273E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.4000E+00  0.4181E+01 -0.2359E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.4000E+00  0.4181E+01 -0.2359E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.5000E+00  0.4517E+01 -0.2467E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.5000E+00  0.4517E+01 -0.2467E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.6000E+00  0.4853E+01 -0.2588E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.6000E+00  0.4853E+01 -0.2588E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.7000E+00  0.5187E+01 -0.2719E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.7000E+00  0.5187E+01 -0.2719E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.8000E+00  0.5521E+01 -0.2856E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.8000E+00  0.5521E+01 -0.2856E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.9000E+00  0.5853E+01 -0.2997E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.9000E+00  0.5853E+01 -0.2997E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
  0.2960E+02  0.2160E+02  0.3830E+02  0.2160E+02  0.1000E+01  0.0000E+00  0.5000E+00  0.0000E+00  0.2963E+01 -0.2199E+01
 
